Dim;point_gen_method;input_file;spanner_method;epsilon;Points;Edges;Sparseness;Edges to points ratio
2;unif;dist_matrix_points_2_150_unif.txt;blind-quasi-sorted-shaker;0.2;150;10891;0.974586;72.6067
2;unif;dist_matrix_points_2_150_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;150;2579;0.230783;17.1933
2;unif;dist_matrix_points_2_150_unif.txt;blind-random-bad-ratio;0.2;150;3174;0.284027;21.16
2;unif;dist_matrix_points_2_150_unif.txt;blind-random-bad-ratio-connect-first;0.2;150;3076;0.275257;20.5067
2;unif;dist_matrix_points_2_150_unif.txt;blind-random-bad-ratio-lower-bound-first;0.2;150;2612;0.233736;17.4133
2;unif;dist_matrix_points_2_150_unif.txt;greedy-non-blind;0.5;150;261;0.0233557;1.74
2;unif;dist_matrix_points_2_150_unif.txt;blind-quasi-sorted-greedy;0.5;150;2117;0.189441;14.1133
2;unif;dist_matrix_points_2_150_unif.txt;blind-quasi-sorted-shaker;0.5;150;4474;0.400358;29.8267
2;unif;dist_matrix_points_2_150_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;150;1629;0.145772;10.86
2;unif;dist_matrix_points_2_150_unif.txt;blind-random-bad-ratio;0.5;150;2089;0.186935;13.9267
2;unif;dist_matrix_points_2_150_unif.txt;blind-random-bad-ratio-connect-first;0.5;150;1998;0.178792;13.32
2;unif;dist_matrix_points_2_150_unif.txt;blind-random-bad-ratio-lower-bound-first;0.5;150;1680;0.150336;11.2
2;unif;dist_matrix_points_2_150_unif.txt;greedy-non-blind;0.01;150;1651;0.14774;11.0067
2;unif;dist_matrix_points_2_150_unif.txt;blind-quasi-sorted-greedy;0.01;150;11175;1;74.5
2;unif;dist_matrix_points_2_150_unif.txt;blind-quasi-sorted-shaker;0.01;150;11171;0.999642;74.4733
2;unif;dist_matrix_points_2_150_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;150;6884;0.616018;45.8933
2;unif;dist_matrix_points_2_150_unif.txt;blind-random-bad-ratio;0.01;150;6935;0.620582;46.2333
2;unif;dist_matrix_points_2_150_unif.txt;blind-random-bad-ratio-connect-first;0.01;150;7047;0.630604;46.98
2;unif;dist_matrix_points_2_150_unif.txt;blind-random-bad-ratio-lower-bound-first;0.01;150;6658;0.595794;44.3867
2;clustered;dist_matrix_points_2_200_clustered.txt;greedy-non-blind;0.1;200;686;0.0344724;3.43
2;clustered;dist_matrix_points_2_200_clustered.txt;blind-quasi-sorted-greedy;0.1;200;3898;0.195879;19.49
2;clustered;dist_matrix_points_2_200_clustered.txt;blind-quasi-sorted-shaker;0.1;200;7800;0.39196;39
2;clustered;dist_matrix_points_2_200_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;200;2607;0.131005;13.035
2;clustered;dist_matrix_points_2_200_clustered.txt;blind-random-bad-ratio;0.1;200;2994;0.150452;14.97
2;clustered;dist_matrix_points_2_200_clustered.txt;blind-random-bad-ratio-connect-first;0.1;200;2821;0.141759;14.105
2;clustered;dist_matrix_points_2_200_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.1;200;2675;0.134422;13.375
2;clustered;dist_matrix_points_2_200_clustered.txt;greedy-non-blind;0.2;200;494;0.0248241;2.47
2;clustered;dist_matrix_points_2_200_clustered.txt;blind-quasi-sorted-greedy;0.2;200;3898;0.195879;19.49
2;clustered;dist_matrix_points_2_200_clustered.txt;blind-quasi-sorted-shaker;0.2;200;7800;0.39196;39
2;clustered;dist_matrix_points_2_200_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;200;2200;0.110553;11
2;clustered;dist_matrix_points_2_200_clustered.txt;blind-random-bad-ratio;0.2;200;2500;0.125628;12.5
2;clustered;dist_matrix_points_2_200_clustered.txt;blind-random-bad-ratio-connect-first;0.2;200;2560;0.128643;12.8
2;clustered;dist_matrix_points_2_200_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.2;200;2250;0.113065;11.25
2;clustered;dist_matrix_points_2_200_clustered.txt;greedy-non-blind;0.5;200;317;0.0159296;1.585
2;clustered;dist_matrix_points_2_200_clustered.txt;blind-quasi-sorted-greedy;0.5;200;3887;0.195327;19.435
2;clustered;dist_matrix_points_2_200_clustered.txt;blind-quasi-sorted-shaker;0.5;200;7004;0.35196;35.02
2;clustered;dist_matrix_points_2_200_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;200;1646;0.0827136;8.23
2;clustered;dist_matrix_points_2_200_clustered.txt;blind-random-bad-ratio;0.5;200;1928;0.0968844;9.64
2;clustered;dist_matrix_points_2_200_clustered.txt;blind-random-bad-ratio-connect-first;0.5;200;1964;0.0986935;9.82
2;clustered;dist_matrix_points_2_200_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.5;200;1713;0.0860804;8.565
2;clustered;dist_matrix_points_2_200_clustered.txt;greedy-non-blind;0.01;200;1564;0.078593;7.82
2;clustered;dist_matrix_points_2_200_clustered.txt;blind-quasi-sorted-greedy;0.01;200;10235;0.514322;51.175
2;clustered;dist_matrix_points_2_200_clustered.txt;blind-quasi-sorted-shaker;0.01;200;15957;0.801859;79.785
2;clustered;dist_matrix_points_2_200_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;200;3973;0.199648;19.865
2;clustered;dist_matrix_points_2_200_clustered.txt;blind-random-bad-ratio;0.01;200;4793;0.240854;23.965
2;clustered;dist_matrix_points_2_200_clustered.txt;blind-random-bad-ratio-connect-first;0.01;200;4753;0.238844;23.765
2;clustered;dist_matrix_points_2_200_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.01;200;3928;0.197387;19.64
2;exp;dist_matrix_points_2_200_exp.txt;greedy-non-blind;0.1;200;483;0.0242714;2.415
2;exp;dist_matrix_points_2_200_exp.txt;blind-quasi-sorted-greedy;0.1;200;18425;0.925879;92.125
2;exp;dist_matrix_points_2_200_exp.txt;blind-quasi-sorted-shaker;0.1;200;19826;0.996281;99.13
2;exp;dist_matrix_points_2_200_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;200;2475;0.124372;12.375
2;exp;dist_matrix_points_2_200_exp.txt;blind-random-bad-ratio;0.1;200;2852;0.143317;14.26
2;exp;dist_matrix_points_2_200_exp.txt;blind-random-bad-ratio-connect-first;0.1;200;2816;0.141508;14.08
2;exp;dist_matrix_points_2_200_exp.txt;blind-random-bad-ratio-lower-bound-first;0.1;200;2451;0.123166;12.255
2;exp;dist_matrix_points_2_200_exp.txt;greedy-non-blind;0.2;200;356;0.0178894;1.78
2;exp;dist_matrix_points_2_200_exp.txt;blind-quasi-sorted-greedy;0.2;200;17762;0.892563;88.81
2;exp;dist_matrix_points_2_200_exp.txt;blind-quasi-sorted-shaker;0.2;200;19739;0.99191;98.695
2;exp;dist_matrix_points_2_200_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;200;1851;0.0930151;9.255
2;exp;dist_matrix_points_2_200_exp.txt;blind-random-bad-ratio;0.2;200;2147;0.107889;10.735
2;exp;dist_matrix_points_2_200_exp.txt;blind-random-bad-ratio-connect-first;0.2;200;2188;0.10995;10.94
2;exp;dist_matrix_points_2_200_exp.txt;blind-random-bad-ratio-lower-bound-first;0.2;200;1912;0.0960804;9.56
2;exp;dist_matrix_points_2_200_exp.txt;greedy-non-blind;0.5;200;257;0.0129146;1.285
2;exp;dist_matrix_points_2_200_exp.txt;blind-quasi-sorted-greedy;0.5;200;14896;0.748543;74.48
2;exp;dist_matrix_points_2_200_exp.txt;blind-quasi-sorted-shaker;0.5;200;19739;0.99191;98.695
2;exp;dist_matrix_points_2_200_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;200;1320;0.0663317;6.6
2;exp;dist_matrix_points_2_200_exp.txt;blind-random-bad-ratio;0.5;200;1547;0.0777387;7.735
2;exp;dist_matrix_points_2_200_exp.txt;blind-random-bad-ratio-connect-first;0.5;200;1563;0.0785427;7.815
2;exp;dist_matrix_points_2_200_exp.txt;blind-random-bad-ratio-lower-bound-first;0.5;200;1341;0.0673869;6.705
2;exp;dist_matrix_points_2_200_exp.txt;greedy-non-blind;0.01;200;1414;0.0710553;7.07
2;exp;dist_matrix_points_2_200_exp.txt;blind-quasi-sorted-greedy;0.01;200;19900;1;99.5
2;exp;dist_matrix_points_2_200_exp.txt;blind-quasi-sorted-shaker;0.01;200;19892;0.999598;99.46
2;exp;dist_matrix_points_2_200_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;200;5038;0.253166;25.19
2;exp;dist_matrix_points_2_200_exp.txt;blind-random-bad-ratio;0.01;200;5509;0.276834;27.545
2;exp;dist_matrix_points_2_200_exp.txt;blind-random-bad-ratio-connect-first;0.01;200;5606;0.281709;28.03
2;exp;dist_matrix_points_2_200_exp.txt;blind-random-bad-ratio-lower-bound-first;0.01;200;5239;0.263266;26.195
2;normal;dist_matrix_points_2_200_normal.txt;greedy-non-blind;0.1;200;826;0.0415075;4.13
2;normal;dist_matrix_points_2_200_normal.txt;blind-quasi-sorted-greedy;0.1;200;19897;0.999849;99.485
2;normal;dist_matrix_points_2_200_normal.txt;blind-quasi-sorted-shaker;0.1;200;19434;0.976583;97.17
2;normal;dist_matrix_points_2_200_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;200;5125;0.257538;25.625
2;normal;dist_matrix_points_2_200_normal.txt;blind-random-bad-ratio;0.1;200;5790;0.290955;28.95
2;normal;dist_matrix_points_2_200_normal.txt;blind-random-bad-ratio-connect-first;0.1;200;5783;0.290603;28.915
2;normal;dist_matrix_points_2_200_normal.txt;blind-random-bad-ratio-lower-bound-first;0.1;200;5020;0.252261;25.1
2;normal;dist_matrix_points_2_200_normal.txt;greedy-non-blind;0.2;200;585;0.029397;2.925
2;normal;dist_matrix_points_2_200_normal.txt;blind-quasi-sorted-greedy;0.2;200;19888;0.999397;99.44
2;normal;dist_matrix_points_2_200_normal.txt;blind-quasi-sorted-shaker;0.2;200;19548;0.982312;97.74
2;normal;dist_matrix_points_2_200_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;200;4101;0.20608;20.505
2;normal;dist_matrix_points_2_200_normal.txt;blind-random-bad-ratio;0.2;200;4374;0.219799;21.87
2;normal;dist_matrix_points_2_200_normal.txt;blind-random-bad-ratio-connect-first;0.2;200;4626;0.232462;23.13
2;normal;dist_matrix_points_2_200_normal.txt;blind-random-bad-ratio-lower-bound-first;0.2;200;3862;0.19407;19.31
2;normal;dist_matrix_points_2_200_normal.txt;greedy-non-blind;0.5;200;364;0.0182915;1.82
2;normal;dist_matrix_points_2_200_normal.txt;blind-quasi-sorted-greedy;0.5;200;13953;0.701156;69.765
2;normal;dist_matrix_points_2_200_normal.txt;blind-quasi-sorted-shaker;0.5;200;18104;0.909749;90.52
2;normal;dist_matrix_points_2_200_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;200;2567;0.128995;12.835
2;normal;dist_matrix_points_2_200_normal.txt;blind-random-bad-ratio;0.5;200;3073;0.154422;15.365
2;normal;dist_matrix_points_2_200_normal.txt;blind-random-bad-ratio-connect-first;0.5;200;3117;0.156633;15.585
2;normal;dist_matrix_points_2_200_normal.txt;blind-random-bad-ratio-lower-bound-first;0.5;200;2363;0.118744;11.815
2;normal;dist_matrix_points_2_200_normal.txt;greedy-non-blind;0.01;200;2385;0.119849;11.925
2;normal;dist_matrix_points_2_200_normal.txt;blind-quasi-sorted-greedy;0.01;200;19900;1;99.5
2;normal;dist_matrix_points_2_200_normal.txt;blind-quasi-sorted-shaker;0.01;200;19900;1;99.5
2;normal;dist_matrix_points_2_200_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;200;9945;0.499749;49.725
2;normal;dist_matrix_points_2_200_normal.txt;blind-random-bad-ratio;0.01;200;10533;0.529296;52.665
2;normal;dist_matrix_points_2_200_normal.txt;blind-random-bad-ratio-connect-first;0.01;200;10566;0.530955;52.83
2;normal;dist_matrix_points_2_200_normal.txt;blind-random-bad-ratio-lower-bound-first;0.01;200;10134;0.509246;50.67
2;unif_100;dist_matrix_points_2_200_unif_100.txt;greedy-non-blind;0.1;200;781;0.0392462;3.905
2;unif_100;dist_matrix_points_2_200_unif_100.txt;blind-quasi-sorted-greedy;0.1;200;19764;0.993166;98.82
2;unif_100;dist_matrix_points_2_200_unif_100.txt;blind-quasi-sorted-shaker;0.1;200;19753;0.992613;98.765
2;unif_100;dist_matrix_points_2_200_unif_100.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;200;4893;0.245879;24.465
2;unif_100;dist_matrix_points_2_200_unif_100.txt;blind-random-bad-ratio;0.1;200;5937;0.298342;29.685
2;unif_100;dist_matrix_points_2_200_unif_100.txt;blind-random-bad-ratio-connect-first;0.1;200;5789;0.290905;28.945
2;unif_100;dist_matrix_points_2_200_unif_100.txt;blind-random-bad-ratio-lower-bound-first;0.1;200;4994;0.250955;24.97
2;unif_100;dist_matrix_points_2_200_unif_100.txt;greedy-non-blind;0.2;200;567;0.0284925;2.835
2;unif_100;dist_matrix_points_2_200_unif_100.txt;blind-quasi-sorted-greedy;0.2;200;16789;0.843668;83.945
2;unif_100;dist_matrix_points_2_200_unif_100.txt;blind-quasi-sorted-shaker;0.2;200;13582;0.682513;67.91
2;unif_100;dist_matrix_points_2_200_unif_100.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;200;3717;0.186784;18.585
2;unif_100;dist_matrix_points_2_200_unif_100.txt;blind-random-bad-ratio;0.2;200;4622;0.232261;23.11
2;unif_100;dist_matrix_points_2_200_unif_100.txt;blind-random-bad-ratio-connect-first;0.2;200;4611;0.231709;23.055
2;unif_100;dist_matrix_points_2_200_unif_100.txt;blind-random-bad-ratio-lower-bound-first;0.2;200;3786;0.190251;18.93
2;unif_100;dist_matrix_points_2_200_unif_100.txt;greedy-non-blind;0.5;200;355;0.0178392;1.775
2;unif_100;dist_matrix_points_2_200_unif_100.txt;blind-quasi-sorted-greedy;0.5;200;4327;0.217437;21.635
2;unif_100;dist_matrix_points_2_200_unif_100.txt;blind-quasi-sorted-shaker;0.5;200;9476;0.476181;47.38
2;unif_100;dist_matrix_points_2_200_unif_100.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;200;2284;0.114774;11.42
2;unif_100;dist_matrix_points_2_200_unif_100.txt;blind-random-bad-ratio;0.5;200;3034;0.152462;15.17
2;unif_100;dist_matrix_points_2_200_unif_100.txt;blind-random-bad-ratio-connect-first;0.5;200;3050;0.153266;15.25
2;unif_100;dist_matrix_points_2_200_unif_100.txt;blind-random-bad-ratio-lower-bound-first;0.5;200;2220;0.111558;11.1
2;unif_100;dist_matrix_points_2_200_unif_100.txt;greedy-non-blind;0.01;200;2326;0.116884;11.63
2;unif_100;dist_matrix_points_2_200_unif_100.txt;blind-quasi-sorted-greedy;0.01;200;19898;0.999899;99.49
2;unif_100;dist_matrix_points_2_200_unif_100.txt;blind-quasi-sorted-shaker;0.01;200;19891;0.999548;99.455
2;unif_100;dist_matrix_points_2_200_unif_100.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;200;10472;0.526231;52.36
2;unif_100;dist_matrix_points_2_200_unif_100.txt;blind-random-bad-ratio;0.01;200;10905;0.54799;54.525
2;unif_100;dist_matrix_points_2_200_unif_100.txt;blind-random-bad-ratio-connect-first;0.01;200;10939;0.549698;54.695
2;unif_100;dist_matrix_points_2_200_unif_100.txt;blind-random-bad-ratio-lower-bound-first;0.01;200;10291;0.517136;51.455
2;unif;dist_matrix_points_2_200_unif.txt;greedy-non-blind;0.1;200;789;0.0396482;3.945
2;unif;dist_matrix_points_2_200_unif.txt;blind-quasi-sorted-greedy;0.1;200;19345;0.972111;96.725
2;unif;dist_matrix_points_2_200_unif.txt;blind-quasi-sorted-shaker;0.1;200;19460;0.977889;97.3
2;unif;dist_matrix_points_2_200_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;200;4888;0.245628;24.44
2;unif;dist_matrix_points_2_200_unif.txt;blind-random-bad-ratio;0.1;200;5867;0.294824;29.335
2;unif;dist_matrix_points_2_200_unif.txt;blind-random-bad-ratio-connect-first;0.1;200;5982;0.300603;29.91
2;unif;dist_matrix_points_2_200_unif.txt;blind-random-bad-ratio-lower-bound-first;0.1;200;5240;0.263317;26.2
2;unif;dist_matrix_points_2_200_unif.txt;greedy-non-blind;0.2;200;554;0.0278392;2.77
2;unif;dist_matrix_points_2_200_unif.txt;blind-quasi-sorted-greedy;0.2;200;11759;0.590905;58.795
2;unif;dist_matrix_points_2_200_unif.txt;blind-quasi-sorted-shaker;0.2;200;18678;0.938593;93.39
2;unif;dist_matrix_points_2_200_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;200;3759;0.188894;18.795
2;unif;dist_matrix_points_2_200_unif.txt;blind-random-bad-ratio;0.2;200;4569;0.229598;22.845
2;unif;dist_matrix_points_2_200_unif.txt;blind-random-bad-ratio-connect-first;0.2;200;4509;0.226583;22.545
2;unif;dist_matrix_points_2_200_unif.txt;blind-random-bad-ratio-lower-bound-first;0.2;200;3583;0.18005;17.915
2;unif;dist_matrix_points_2_200_unif.txt;greedy-non-blind;0.5;200;358;0.0179899;1.79
2;unif;dist_matrix_points_2_200_unif.txt;blind-quasi-sorted-greedy;0.5;200;3051;0.153317;15.255
2;unif;dist_matrix_points_2_200_unif.txt;blind-quasi-sorted-shaker;0.5;200;6372;0.320201;31.86
2;unif;dist_matrix_points_2_200_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;200;2334;0.117286;11.67
2;unif;dist_matrix_points_2_200_unif.txt;blind-random-bad-ratio;0.5;200;3018;0.151658;15.09
2;unif;dist_matrix_points_2_200_unif.txt;blind-random-bad-ratio-connect-first;0.5;200;3202;0.160905;16.01
2;unif;dist_matrix_points_2_200_unif.txt;blind-random-bad-ratio-lower-bound-first;0.5;200;2383;0.119749;11.915
2;unif;dist_matrix_points_2_200_unif.txt;greedy-non-blind;0.01;200;2283;0.114724;11.415
2;unif;dist_matrix_points_2_200_unif.txt;blind-quasi-sorted-greedy;0.01;200;19900;1;99.5
2;unif;dist_matrix_points_2_200_unif.txt;blind-quasi-sorted-shaker;0.01;200;19895;0.999749;99.475
2;unif;dist_matrix_points_2_200_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;200;10337;0.519447;51.685
2;unif;dist_matrix_points_2_200_unif.txt;blind-random-bad-ratio;0.01;200;11047;0.555126;55.235
2;unif;dist_matrix_points_2_200_unif.txt;blind-random-bad-ratio-connect-first;0.01;200;11129;0.559246;55.645
2;unif;dist_matrix_points_2_200_unif.txt;blind-random-bad-ratio-lower-bound-first;0.01;200;10587;0.53201;52.935
2;clustered;dist_matrix_points_2_250_clustered.txt;greedy-non-blind;0.1;250;879;0.028241;3.516
2;clustered;dist_matrix_points_2_250_clustered.txt;blind-quasi-sorted-greedy;0.1;250;6125;0.196787;24.5
2;clustered;dist_matrix_points_2_250_clustered.txt;blind-quasi-sorted-shaker;0.1;250;12250;0.393574;49
2;clustered;dist_matrix_points_2_250_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;250;3664;0.117719;14.656
2;clustered;dist_matrix_points_2_250_clustered.txt;blind-random-bad-ratio;0.1;250;4068;0.130699;16.272
2;clustered;dist_matrix_points_2_250_clustered.txt;blind-random-bad-ratio-connect-first;0.1;250;4036;0.129671;16.144
2;clustered;dist_matrix_points_2_250_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.1;250;3808;0.122345;15.232
2;clustered;dist_matrix_points_2_250_clustered.txt;greedy-non-blind;0.2;250;624;0.0200482;2.496
2;clustered;dist_matrix_points_2_250_clustered.txt;blind-quasi-sorted-greedy;0.2;250;6124;0.196755;24.496
2;clustered;dist_matrix_points_2_250_clustered.txt;blind-quasi-sorted-shaker;0.2;250;12186;0.391518;48.744
2;clustered;dist_matrix_points_2_250_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;250;2954;0.0949076;11.816
2;clustered;dist_matrix_points_2_250_clustered.txt;blind-random-bad-ratio;0.2;250;3437;0.110426;13.748
2;clustered;dist_matrix_points_2_250_clustered.txt;blind-random-bad-ratio-connect-first;0.2;250;3418;0.109815;13.672
2;clustered;dist_matrix_points_2_250_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.2;250;3020;0.0970281;12.08
2;clustered;dist_matrix_points_2_250_clustered.txt;greedy-non-blind;0.5;250;408;0.0131084;1.632
2;clustered;dist_matrix_points_2_250_clustered.txt;blind-quasi-sorted-greedy;0.5;250;5845;0.187791;23.38
2;clustered;dist_matrix_points_2_250_clustered.txt;blind-quasi-sorted-shaker;0.5;250;11468;0.36845;45.872
2;clustered;dist_matrix_points_2_250_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;250;2203;0.0707791;8.812
2;clustered;dist_matrix_points_2_250_clustered.txt;blind-random-bad-ratio;0.5;250;2639;0.0847871;10.556
2;clustered;dist_matrix_points_2_250_clustered.txt;blind-random-bad-ratio-connect-first;0.5;250;2776;0.0891888;11.104
2;clustered;dist_matrix_points_2_250_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.5;250;2191;0.0703936;8.764
2;clustered;dist_matrix_points_2_250_clustered.txt;greedy-non-blind;0.01;250;2174;0.0698474;8.696
2;clustered;dist_matrix_points_2_250_clustered.txt;blind-quasi-sorted-greedy;0.01;250;23655;0.76;94.62
2;clustered;dist_matrix_points_2_250_clustered.txt;blind-quasi-sorted-shaker;0.01;250;23775;0.763855;95.1
2;clustered;dist_matrix_points_2_250_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;250;5796;0.186217;23.184
2;clustered;dist_matrix_points_2_250_clustered.txt;blind-random-bad-ratio;0.01;250;6846;0.219952;27.384
2;clustered;dist_matrix_points_2_250_clustered.txt;blind-random-bad-ratio-connect-first;0.01;250;6920;0.222329;27.68
2;clustered;dist_matrix_points_2_250_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.01;250;5819;0.186956;23.276
2;exp;dist_matrix_points_2_250_exp.txt;greedy-non-blind;0.1;250;622;0.0199839;2.488
2;exp;dist_matrix_points_2_250_exp.txt;blind-quasi-sorted-greedy;0.1;250;30860;0.991486;123.44
2;exp;dist_matrix_points_2_250_exp.txt;blind-quasi-sorted-shaker;0.1;250;31070;0.998233;124.28
2;exp;dist_matrix_points_2_250_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;250;3384;0.108723;13.536
2;exp;dist_matrix_points_2_250_exp.txt;blind-random-bad-ratio;0.1;250;3896;0.125173;15.584
2;exp;dist_matrix_points_2_250_exp.txt;blind-random-bad-ratio-connect-first;0.1;250;3948;0.126843;15.792
